RecordId,SuspectsRaceAsAGroup,MostSeriousLocation,MostSeriousBias,MostSeriousBiasType
CA01-0000000270,Unknown,Commercial/Office Building,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000271,Unknown,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA01-0000000272,White,Convenience Store,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000000273,Black or African American,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA01-0000000274,Black or African American,Residence/Home/Driveway,Anti-White,Race/Ethnicity/Ancestry
CA01-0000000275,Unknown,Drug Store/Dr Office/Hospital,Anti-Jewish,Religion
CA01-0000000276,White,Service/Gas Station,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000000277,Unknown,Church/Synagogue/Temple,Anti-Jewish,Religion
CA01-0000000278,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA01-0000000279,White,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming
CA01-0000000280,Unknown,Field/Woods/Park,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000281,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA01-0000000282,Unknown,Parking Lot/Garage,Anti-Gay (Male),Sexual Orientation
CA01-0000000283,White,Drug Store/Dr Office/Hospital,Anti-Jewish,Religion
CA01-0000000284,Unknown,Bank/Savings and Loan,Anti-Jewish,Religion
CA01-0000000285,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA01-0000000286,White,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000000287,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA01-0000000288,White,Residence/Home/Driveway,Anti-Jewish,Religion
CA01-0000000289,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA01-0000000290,White,Residence/Home/Driveway,Anti-Jewish,Religion
CA01-0000000291,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000292,Unknown,Commercial/Office Building,Anti-Gay (Male),Sexual Orientation
CA01-0000000293,Unknown,Church/Synagogue/Temple,Anti-Other Religion,Religion
CA01-0000000294,Unknown,Field/Woods/Park,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000000295,White,Residence/Home/Driveway,Anti-White,Race/Ethnicity/Ancestry
CA01-0000000296,White,Highway/Road/Alley/Street,Anti-Jewish,Religion
CA01-0000000297,White,Specialty Store (TV/Fur/etc.),Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000298,Unknown,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA01-0000000299,Group of Multiple Races,Church/Synagogue/Temple,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000300,Unknown,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA01-0000000301,Unknown,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA01-0000000302,Unknown,Government/Public Building,Anti-Gay (Male),Sexual Orientation
CA01-0000000303,Black or African American,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA01-0000000304,Black or African American,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA01-0000000305,White,Specialty Store (TV/Fur/etc.),Anti-Gay (Male),Sexual Orientation
CA01-0000000306,White,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA01-0000000307,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000308,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000309,White,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA01-0000000310,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000311,Unknown,Specialty Store (TV/Fur/etc.),Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000000312,Unknown,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry
CA01-0000000313,Unknown,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000000314,White,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000315,Unknown,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA01-0000000316,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA01-0000000317,Group of Multiple Races,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA01-0000000318,White,Restaurant,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
CA01-0000000319,White,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming
CA01-0000000320,White,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA01-0000000321,White,Residence/Home/Driveway,Anti-Jewish,Religion
CA01-0000000322,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA01-0000000323,White,Bar/Night Club,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA01-0000000324,White,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000325,White,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000326,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000327,Unknown,Church/Synagogue/Temple,Anti-Jewish,Religion
CA01-0000000328,Unknown,Residence/Home/Driveway,Anti-Lesbian,Sexual Orientation
CA01-0000000329,White,Restaurant,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000330,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA01-0000000331,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA01-0000000332,Unknown,School/college,Anti-White,Race/Ethnicity/Ancestry
CA01-0000000333,White,Restaurant,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000000334,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000335,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000336,White,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA01-0000000337,Black or African American,Restaurant,Anti-White,Race/Ethnicity/Ancestry
CA01-0000000338,Unknown,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA01-0000000339,Black or African American,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry
CA01-0000000340,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000341,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000342,Unknown,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000343,Unknown,Commercial/Office Building,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000000344,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000345,White,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000346,Unknown,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA01-0000000347,White,Residence/Home/Driveway,Anti-Lesbian,Sexual Orientation
CA01-0000000348,White,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA01-0000000349,White,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000350,Unknown,Convenience Store,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000000351,White,Residence/Home/Driveway,Anti-Other Religion,Religion
CA01-0000000352,White,School/college,Anti-Gay (Male),Sexual Orientation
CA01-0000000353,Unknown,Parking Lot/Garage,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000000354,Unknown,Grocery/Supermarket,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000000355,Unknown,Grocery/Supermarket,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000000356,Unknown,Grocery/Supermarket,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000000357,Unknown,Residence/Home/Driveway,Anti-Islamic (Muslim),Religion
CA01-0000000358,White,Residence/Home/Driveway,Anti-Islamic (Muslim),Religion
CA01-0000000359,White,Parking Lot/Garage,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA01-0000000360,White,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000361,White,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000362,White,Convenience Store,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA01-0000000363,White,Specialty Store (TV/Fur/etc.),Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000364,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000365,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000366,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000367,White,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA01-0000000368,White,Highway/Road/Alley/Street,Anti-Female,Gender
CA01-0000000369,Unknown,Specialty Store (TV/Fur/etc.),Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000000370,Black or African American,Specialty Store (TV/Fur/etc.),Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA01-0000000371,White,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000372,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000373,Black or African American,Parking Lot/Garage,Anti-White,Race/Ethnicity/Ancestry
CA01-0000000374,White,Convenience Store,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000375,White,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA01-0000000376,Unknown,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation
CA01-0000000377,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA01-0000000378,White,Parking Lot/Garage,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000000379,White,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA01-0000000380,White,Service/Gas Station,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000000381,Unknown,School/college,Anti-Lesbian,Sexual Orientation
CA01-0000000382,White,Specialty Store (TV/Fur/etc.),Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000383,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000384,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000385,Unknown,Commercial/Office Building,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA01-0000000386,Black or African American,Air/Bus/Train Terminal,Anti-Transgender,Gender Nonconforming
CA01-0000000387,Unknown,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA01-0000000388,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000389,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA01-0000000390,Black or African American,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA01-0000000391,White,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA01-0000000392,White,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA01-0000000393,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000394,Unknown,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000395,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000396,White,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA01-0000000397,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000398,Unknown,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA01-0000000399,Unknown,Commercial/Office Building,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000000400,Unknown,Church/Synagogue/Temple,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000000401,Unknown,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000000402,Unknown,Restaurant,Anti-Asian,Race/Ethnicity/Ancestry
CA01-0000000403,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000404,White,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000405,White,Church/Synagogue/Temple,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA01-0000000406,Unknown,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA01-0000000407,Unknown,Hotel/Motel/etc.,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000000408,Black or African American,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA01-0000000409,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000410,White,Bar/Night Club,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000411,Black or African American,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000000412,White,Specialty Store (TV/Fur/etc.),Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000000413,White,Bar/Night Club,Anti-Gay (Male),Sexual Orientation
CA01-0000000414,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000415,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000416,White,Hotel/Motel/etc.,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000417,White,Hotel/Motel/etc.,Anti-Asian,Race/Ethnicity/Ancestry
CA01-0000000418,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000419,White,Air/Bus/Train Terminal,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA01-0000000420,Black or African American,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA01-0000000421,White,Restaurant,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000422,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000423,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA01-0000000424,White,Commercial/Office Building,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000425,White,Commercial/Office Building,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000426,Black or African American,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA01-0000000427,Black or African American,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA01-0000000428,Black or African American,Restaurant,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA01-0000000429,White,Air/Bus/Train Terminal,Anti-Asian,Race/Ethnicity/Ancestry
CA01-0000000430,Asian/Pacific Islander,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA01-0000000431,Black or African American,Specialty Store (TV/Fur/etc.),Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000000432,White,Specialty Store (TV/Fur/etc.),Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000000433,White,Service/Gas Station,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000434,White,Specialty Store (TV/Fur/etc.),Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000435,Black or African American,Specialty Store (TV/Fur/etc.),Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA01-0000000436,Unknown,Government/Public Building,Anti-Multiple Religions (Group),Religion
CA01-0000000437,White,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA01-0000000438,White,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000000439,White,Bar/Night Club,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000440,White,Grocery/Supermarket,Anti-Asian,Race/Ethnicity/Ancestry
CA01-0000000441,White,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000442,White,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA01-0000000443,Unknown,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA01-0000000444,Unknown,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA01-0000000445,Unknown,Church/Synagogue/Temple,Anti-Islamic (Muslim),Religion
CA01-0000000446,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000447,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000448,White,Parking Lot/Garage,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA01-0000000449,White,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA01-0000000450,Group of Multiple Races,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA01-0000000451,Unknown,Church/Synagogue/Temple,Anti-Islamic (Muslim),Religion
CA01-0000000452,Black or African American,Hotel/Motel/etc.,Anti-Gay (Male),Sexual Orientation
CA01-0000000453,White,Air/Bus/Train Terminal,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000454,Unknown,Parking Lot/Garage,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000000455,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000456,White,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA01-0000000457,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000458,Unknown,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA01-0000000459,White,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000460,Black or African American,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000461,White,School/college,Anti-White,Race/Ethnicity/Ancestry
CA01-0000000462,Black or African American,School/college,Anti-Asian,Race/Ethnicity/Ancestry
CA01-0000000463,Black or African American,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA01-0000000464,Black or African American,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA01-0000000465,Unknown,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry
CA01-0000000466,Unknown,Residence/Home/Driveway,Anti-White,Race/Ethnicity/Ancestry
CA01-0000000467,White,Commercial/Office Building,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA01-0000000468,Black or African American,Residence/Home/Driveway,Anti-White,Race/Ethnicity/Ancestry
CA01-0000000469,White,Parking Lot/Garage,Anti-Asian,Race/Ethnicity/Ancestry
CA01-0000000470,Black or African American,Residence/Home/Driveway,Anti-White,Race/Ethnicity/Ancestry
CA01-0000000471,White,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation
CA01-0000000472,White,School/college,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
